time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),rain_sum (mm)
28/12/2012,23.3,28.8,20,0.2
29/12/2012,20.5,25.4,17,0
30/12/2012,20.6,25.4,15.6,0.6
31/12/2012,20,24.2,16.6,1.1
1/1/2013,20.7,26.5,15.9,0.1
2/1/2013,20.6,28.6,12.5,0.1
3/1/2013,21.1,29.4,12.1,0
4/1/2013,24.1,30.8,19.4,0.3
5/1/2013,23.7,29.1,17.7,0
6/1/2013,23.1,30.3,17,0.4
7/1/2013,24.3,30.9,18.5,0.1
8/1/2013,25,33.2,20.5,16.1
9/1/2013,19.4,28.1,13.1,0.6
10/1/2013,22.7,30.6,14.8,0.1
11/1/2013,22.9,31,17.2,7.5
12/1/2013,24.5,31.6,19.7,1.9
13/1/2013,24.9,31.1,19.5,0.3
14/1/2013,27.5,33.6,22.8,1.6
15/1/2013,27.6,36.3,22.4,17.5
16/1/2013,26.3,30.4,23.4,16.3
17/1/2013,26.5,32.3,22.6,17.8
18/1/2013,24.8,33.9,18.7,2.2
19/1/2013,23.2,30.5,18.2,1.8
20/1/2013,21.3,26,15.1,2.6
21/1/2013,21.5,27.7,16.3,0.8
22/1/2013,22.8,29,17.2,0.3
23/1/2013,23.8,30.6,18.3,0.3
24/1/2013,23.4,29.6,19,0
25/1/2013,22.2,27.9,17.7,1.1
26/1/2013,23.2,30.8,16.7,0
27/1/2013,24,31.2,18.1,0
28/1/2013,23.9,31.4,17.5,0
29/1/2013,24.3,31.2,18.1,0
30/1/2013,25.8,33.7,20.9,4.1
31/1/2013,25.2,30.8,20.5,8.4
1/2/2013,24.7,31.1,22,28.4
2/2/2013,24.5,30.4,20.6,10
3/2/2013,25.4,31.8,19.8,1
4/2/2013,26,32.6,20.9,0.6
5/2/2013,25.1,31.9,20.1,18.3
6/2/2013,22.7,28.3,18.1,0.1
7/2/2013,21,25.1,17.4,0.2
8/2/2013,22.1,27,18.4,0.2
9/2/2013,23.3,27.7,19.4,0
10/2/2013,24.1,29.4,18.1,0
11/2/2013,24.9,30.8,20.1,3.1
12/2/2013,24.3,29.2,21.7,3
13/2/2013,23.9,29.5,22.5,36.1
14/2/2013,22.3,23,22,40.8
15/2/2013,21.7,22.9,20.8,31.8
16/2/2013,20.7,23.2,19.2,10.9
17/2/2013,21.1,23.7,18.9,8.8
18/2/2013,21.3,25.1,19.6,6.5
19/2/2013,21.6,26.7,17,0.8
20/2/2013,22,29.6,16.3,0
21/2/2013,21.4,30.1,13.4,0
22/2/2013,24.1,32.9,16.9,0
23/2/2013,25.3,33.7,19.6,0.8
24/2/2013,24.8,30.3,21.9,5.8
25/2/2013,22,22.9,21.6,32.5
26/2/2013,24,29.8,22.6,2.4
27/2/2013,26.6,30.2,24.2,7.9
28/2/2013,25.8,29.9,21.8,23
1/3/2013,21.3,23.8,18.5,0.9
2/3/2013,21.7,26.1,18.4,0.4
3/3/2013,20.8,26.4,16.8,0.5
4/3/2013,19.9,24.4,16.4,0.3
5/3/2013,20.5,25.8,16.6,0.3
6/3/2013,20.4,25.5,16.1,0.7
7/3/2013,20,26.8,14.3,0.1
8/3/2013,21.1,26.7,17.1,0.2
9/3/2013,21.2,25.9,17.2,0.7
10/3/2013,20.3,26.2,15.2,0.6
11/3/2013,20.7,25.1,17,0.6
12/3/2013,21,24.9,16.2,0.9
13/3/2013,20.7,26.3,15.6,0.6
14/3/2013,21.7,26.3,17.9,1.7
15/3/2013,21.4,24.3,20.5,8.1
16/3/2013,22.4,25.8,20.9,6.1
17/3/2013,21.6,23.1,20.8,8
18/3/2013,22,25.8,21.1,20.4
19/3/2013,22.7,28.6,16.6,0
20/3/2013,23.8,29.2,20.3,2.1
21/3/2013,22.3,25.9,17.9,5
22/3/2013,22.3,25.9,19.4,0.6
23/3/2013,22.5,26.3,21,5.3
24/3/2013,21.5,25.8,19.2,1.2
25/3/2013,21.9,26.6,18.9,0.5
26/3/2013,21.2,25.5,18.1,0.1
27/3/2013,21.5,26.1,18.5,3.6
28/3/2013,22.1,26.6,18.6,0.3
29/3/2013,21.3,26.1,17.9,0.1
30/3/2013,20.3,25.4,16.4,0.7
31/3/2013,20.5,24.3,17.9,0.6
1/4/2013,20.1,24.9,16.7,0.7
2/4/2013,20.5,26,17,0
3/4/2013,21,25.6,17.1,0.1
4/4/2013,20.5,25,16.7,0.9
5/4/2013,19.8,24.8,16.4,0.4
6/4/2013,19.3,23.6,15.2,0.2
7/4/2013,19,24.8,13.6,0.1
8/4/2013,20.2,25.5,15,0.2
9/4/2013,19,25.1,14.1,0
10/4/2013,19.6,29,10.4,0
11/4/2013,17.9,23.8,13.6,0
12/4/2013,19.4,23.6,16.5,1.3
13/4/2013,18.3,22.9,14.9,0.7
14/4/2013,19.7,22.9,16.6,1.2
15/4/2013,18.8,23.2,14.9,0.7
16/4/2013,18.3,24.7,13,0
17/4/2013,18.5,26.6,11.8,0
18/4/2013,20.1,26.6,14.6,0
19/4/2013,20.6,26.6,15.6,0.9
20/4/2013,18.2,27.8,10.1,0
21/4/2013,14.2,21.8,6.3,0
22/4/2013,16.3,23.3,11.3,0
23/4/2013,18.2,26.3,13,0
24/4/2013,17.6,23.6,12.3,0
25/4/2013,19.1,24.9,13.9,0
26/4/2013,19.5,24.7,15.4,0.1
27/4/2013,18.7,24,15,0.9
28/4/2013,18,21.8,15.8,2.3
29/4/2013,17.8,21.7,15.3,3.4
30/4/2013,18.1,22.2,15.3,0.8
1/5/2013,17,23,11.8,0
2/5/2013,18.4,24.7,14.1,1.1
3/5/2013,17.4,23.5,13.9,2
4/5/2013,17.3,23.1,13.7,0
5/5/2013,18,23.2,13.9,0
6/5/2013,17.6,23.8,13.9,0.2
7/5/2013,17.6,22.7,14.1,0
8/5/2013,18.5,22.8,16.1,0.1
9/5/2013,16.2,18.9,13.9,3.8
10/5/2013,15.2,21.4,13.5,3.5
11/5/2013,17.4,24.6,12.5,0.1
12/5/2013,17.7,24.7,12.9,0
13/5/2013,17.6,25.4,12.8,0
14/5/2013,18.8,26.1,13.4,0
15/5/2013,20.1,25.3,16.9,0
16/5/2013,20.1,22.8,17.9,0.1
17/5/2013,18.3,23.8,14,0
18/5/2013,17.3,24,12.3,0
19/5/2013,17.1,23.1,13.3,0.3
20/5/2013,17.7,22.2,14.6,0.2
21/5/2013,17,21.7,14,1.3
22/5/2013,16.2,19.1,14.5,2
23/5/2013,17.1,23.2,13.1,0.2
24/5/2013,16.3,20.1,13.4,0.5
25/5/2013,16.8,25.4,11.6,0
26/5/2013,13.5,23.4,7.7,0
27/5/2013,13.5,22.2,7,0
28/5/2013,16.4,22.9,12.1,0
29/5/2013,16.7,22.7,11.7,0.2
30/5/2013,18,24.4,13,0.3
31/5/2013,16.3,26.3,9.2,0.6
1/6/2013,17,26.3,10.2,0
2/6/2013,15.3,22.5,10.7,0
3/6/2013,14.4,22.9,7.4,0
4/6/2013,15.9,23.3,10.3,0
5/6/2013,17.8,25,11.1,0
6/6/2013,19.2,26.2,14.7,0.3
7/6/2013,20.3,24.3,17.4,0
8/6/2013,14.5,23.9,9.2,28.7
9/6/2013,12.2,17.9,7.8,0
10/6/2013,11.2,18.2,6,0
11/6/2013,12,18.3,8.2,0
12/6/2013,14.6,20.3,11.3,0
13/6/2013,13.7,20.3,8.3,0
14/6/2013,15.6,20.7,12.6,0
15/6/2013,15.3,20,12.6,0.1
16/6/2013,13.2,16.4,10.9,11.9
17/6/2013,14.3,20.8,10.8,0.1
18/6/2013,11.8,20.8,6.3,0
19/6/2013,12.2,20.6,7.1,0
20/6/2013,13.5,20.9,7.9,0
21/6/2013,12.3,20.8,6.3,0
22/6/2013,11.7,20.3,6,0
23/6/2013,12,20.7,5.9,0
24/6/2013,14.2,21.5,8.9,0
25/6/2013,13.2,20.7,7.6,0
26/6/2013,12.4,20.7,6.8,0
27/6/2013,16.1,20.9,13.5,0.1
28/6/2013,15,19.4,12.3,0.7
29/6/2013,14,16.3,12.2,2.1
30/6/2013,15.2,19,13.2,1
1/7/2013,15.1,21.4,12.2,1.2
2/7/2013,14.7,21.1,10.6,0.8
3/7/2013,14.5,20.5,10,1.3
4/7/2013,14.7,18.3,12.6,10.8
5/7/2013,13.9,21.1,8.9,0
6/7/2013,15.4,22,11.1,0
7/7/2013,14.6,22.7,9.9,0
8/7/2013,12.1,21.7,5.4,0
9/7/2013,12,21.4,6.5,0
10/7/2013,11.1,20.3,3.3,0
11/7/2013,12.5,18.9,7.7,0.1
12/7/2013,13.3,21.5,6.1,0.2
13/7/2013,13.6,22.2,7.5,0
14/7/2013,12.4,20.9,4.6,0
15/7/2013,12.1,18.4,7.9,0.1
16/7/2013,12.6,17.1,9.3,2.8
17/7/2013,11.2,15.5,7.1,4.9
18/7/2013,10.1,17.8,5,0
19/7/2013,8.3,17.1,2,0
20/7/2013,8.9,16,3.6,0
21/7/2013,9,16.5,2.8,0
22/7/2013,8.7,17.7,0.9,0
23/7/2013,10.1,18.5,4.2,0
24/7/2013,10.9,20,5.5,0
25/7/2013,15.7,22,8.7,0
26/7/2013,12.7,23.8,5.3,0
27/7/2013,13,21,6.9,1.3
28/7/2013,16.2,25.8,7.2,0
29/7/2013,19,27.8,12.4,0
30/7/2013,19.9,29.8,12.3,0
31/7/2013,17.5,28.2,9,0
1/8/2013,15.8,25.6,8.2,0
2/8/2013,14,23.5,5.4,0
3/8/2013,15.3,22.6,9.6,0
4/8/2013,15.9,27.1,7.5,0
5/8/2013,17.1,27.7,8.2,0
6/8/2013,18.3,27.9,11.3,0
7/8/2013,16.9,25.5,9.7,0.1
8/8/2013,15.9,19.8,14.1,5.9
9/8/2013,15.6,22.3,11.1,0.3
10/8/2013,15,23.8,8.4,0.1
11/8/2013,17.9,25.7,13.1,0.2
12/8/2013,14.1,24.3,7.4,0.1
13/8/2013,12.6,20.9,4.9,0
14/8/2013,13.5,22.1,6.6,0.4
15/8/2013,13.6,23,5.6,0.2
16/8/2013,14.2,23.3,6.5,0
17/8/2013,16.1,22.6,10.9,0.1
18/8/2013,17.8,23.2,14.1,0.5
19/8/2013,17.7,22.3,12.3,0.3
20/8/2013,17.7,24.5,10.5,0.2
21/8/2013,19.4,26.4,15,2
22/8/2013,19.3,29.8,9.9,0
23/8/2013,13.6,22.8,5.1,0
24/8/2013,11.6,20.9,3,0
25/8/2013,14.2,22.6,6.5,0
26/8/2013,14.9,23.8,6.9,0
27/8/2013,13.3,23.7,4.9,0
28/8/2013,13.8,22.8,6.4,0
29/8/2013,13.6,26.3,3,0
30/8/2013,15.9,25.3,8,0
31/8/2013,16.8,24.6,9.3,0
1/9/2013,18.9,24.8,12.7,0
2/9/2013,21,30.2,14.5,0
3/9/2013,17.8,23.4,14.5,24.1
4/9/2013,13.3,18.5,8.7,0.3
5/9/2013,13,20.9,6.5,0
6/9/2013,14,21.7,6.7,0
7/9/2013,13.3,20.2,8,0
8/9/2013,14.5,22.1,8.1,0
9/9/2013,16.2,23.6,9.3,0
10/9/2013,18.7,27.1,12.8,0.3
11/9/2013,15.6,23.8,6.2,0
12/9/2013,17,25.1,8.9,0
13/9/2013,15,24.9,7.5,0
14/9/2013,14.7,25.5,4.6,0
15/9/2013,17.2,25.1,11,0
16/9/2013,15.8,22.6,9.2,0.1
17/9/2013,17.3,24.2,7.2,0
18/9/2013,18.9,25.3,14.1,0.2
19/9/2013,16,22.3,10.5,2.6
20/9/2013,17,22.6,12.5,0.6
21/9/2013,17.4,24.6,11.4,0
22/9/2013,15.8,24.4,7.6,0
23/9/2013,19.8,29.2,13.3,0.3
24/9/2013,16.8,24.8,9.6,0.6
25/9/2013,17.3,25.5,9.5,0
26/9/2013,17.1,26.2,8,0
27/9/2013,19.9,29,9.4,0
28/9/2013,20.7,29.8,15.3,0.1
29/9/2013,18.6,29.3,11.3,0.1
30/9/2013,17.2,23.6,14.1,4.6
1/10/2013,14.8,20.3,12.8,9.9
2/10/2013,15.7,23,9.9,0
3/10/2013,15.5,24.6,8.7,0.3
4/10/2013,19.8,28.5,10.3,0.1
5/10/2013,24.8,34,14.1,0
6/10/2013,16.1,27.3,7.3,0
7/10/2013,16.9,25.3,8.5,0
8/10/2013,19.1,26.8,10.1,0
9/10/2013,19.1,26.3,11.3,0
10/10/2013,20.4,27.7,14.7,0
11/10/2013,19.9,26.6,12.6,0.3
12/10/2013,19.8,29.7,10.2,0.1
13/10/2013,20,28.5,12.8,0
14/10/2013,21.1,28.2,14.9,0
15/10/2013,22.3,30.5,17.7,0.8
16/10/2013,15,23.6,10.5,14.6
17/10/2013,16.7,25.6,9,0
18/10/2013,18.7,28.2,8.3,0
19/10/2013,20.7,30.4,10.4,0
20/10/2013,21,28.3,13,0
21/10/2013,19.8,27.7,11.7,0
22/10/2013,21.1,28.6,14.3,0
23/10/2013,19.9,28.5,9.6,0
24/10/2013,20.5,29.9,11.9,0
25/10/2013,19.9,30.7,9.6,0
26/10/2013,21.1,29.7,13,0
27/10/2013,22,29.6,14.3,0
28/10/2013,23.8,31.1,19,0
29/10/2013,20.6,32,16.7,20.5
30/10/2013,17.5,21.7,15.4,39.3
31/10/2013,16.2,18.4,15.6,60.6
1/11/2013,18.9,24.5,15.9,0.3
2/11/2013,19.5,25.2,15.2,1.4
3/11/2013,20,24.8,16,1.4
4/11/2013,20,23.5,16.6,1
5/11/2013,20.6,23.8,17.9,2
6/11/2013,21.4,25.3,18.6,0.4
7/11/2013,22,27.8,17.1,7.1
8/11/2013,18.9,27,12,0
9/11/2013,21,28.5,16.3,0
10/11/2013,23.8,31.1,20.8,24.7
11/11/2013,17.8,28.9,5.9,0
12/11/2013,18.5,25.7,12.6,0
13/11/2013,20.3,29.1,12.9,0
14/11/2013,22.9,31.1,15.2,0
15/11/2013,19.3,26.2,12.5,0.1
16/11/2013,20.9,27.1,14,0
17/11/2013,21.6,29.1,16.7,4.1
18/11/2013,22.2,31,18.5,18.7
19/11/2013,21.8,27.6,16.2,1.1
20/11/2013,22.3,29,16.2,0
21/11/2013,21.6,30.5,17.4,0.9
22/11/2013,19.5,24.5,16.2,1.1
23/11/2013,17.2,23.3,14.3,1.3
24/11/2013,20.7,24.4,18.6,1.9
25/11/2013,22,25.9,19.1,18.2
26/11/2013,22.7,27.9,18.7,13.8
27/11/2013,20.6,26.2,16,0.2
28/11/2013,20.1,27.1,14.7,7.8
29/11/2013,18.5,26.2,13,4
30/11/2013,19.2,27.1,10.7,0
1/12/2013,21.3,28.6,13.2,0
2/12/2013,24.7,31.3,16.1,1.5
3/12/2013,24.8,35.4,16.4,0
4/12/2013,22.9,31.3,13.9,0
5/12/2013,20.3,27.6,12.5,0
6/12/2013,22.4,29.7,14.1,0
7/12/2013,22.8,30,14.4,0
8/12/2013,25.1,32.4,16.4,0
9/12/2013,25.1,32.6,19.7,0
10/12/2013,23.9,30.5,16.4,0.4
11/12/2013,24.6,31.9,19.1,0.9
12/12/2013,23.1,28.9,19.7,11
13/12/2013,22.2,28,19,7.9
14/12/2013,20.9,24.9,19.1,19.8
15/12/2013,19.5,23.7,16.8,9.3
16/12/2013,21.6,26.9,16.4,1.7
17/12/2013,21.6,25.2,17.8,5.9
18/12/2013,22.4,26.4,19.2,0.6
19/12/2013,21.8,27.1,17,0.5
20/12/2013,20.4,27.6,12.4,0.2
21/12/2013,23.6,30.6,17.5,0
22/12/2013,26,34.3,19.5,2.4
23/12/2013,30.5,39.1,23.6,0.8
24/12/2013,27,40.5,21.2,0
25/12/2013,22.9,29.4,16.5,0
26/12/2013,22.6,29.3,15.2,0
27/12/2013,25.7,31,20.4,0
28/12/2013,26.1,31.8,21.5,0
29/12/2013,23.5,32.1,20.9,20.5
30/12/2013,21.2,24.9,18.3,1.3
31/12/2013,20.9,27.2,16.1,1.6
1/1/2014,23.5,29.9,18.5,0.5
2/1/2014,23.3,29.4,17.9,0.3
3/1/2014,25.2,30.5,20.3,0
4/1/2014,26.8,32.3,21.9,0
5/1/2014,26.3,34.8,21.4,1.2
6/1/2014,23.1,29.7,17.6,0
7/1/2014,23.5,30.9,17.8,0
8/1/2014,23.4,32.2,16.7,0
9/1/2014,23.5,30.6,17.5,0
10/1/2014,22.5,29.7,16.1,0.1
11/1/2014,24.2,31.8,17.4,0
12/1/2014,26.2,34.7,19.3,0
13/1/2014,25.1,31.9,20.5,2.1
14/1/2014,22.7,30.5,15.5,0.1
15/1/2014,25.3,35.6,18.9,1.2
16/1/2014,23.1,29.7,20.5,28.2
17/1/2014,21.5,25,19,3.1
18/1/2014,21.2,26.3,18.2,11.5
19/1/2014,19.9,27.2,14.1,0.1
20/1/2014,23,30.5,17.3,0
21/1/2014,25.3,33,19.9,1
22/1/2014,24.8,31.6,20.6,17.6
23/1/2014,22.6,25,19.3,3.4
24/1/2014,20.6,25.9,14.9,0
25/1/2014,20.2,28.7,13.1,0
26/1/2014,22.2,30,15.4,0
27/1/2014,22.8,30.3,15.9,0
28/1/2014,22.6,29.7,15.3,0
29/1/2014,24.3,30.5,19.2,0
30/1/2014,22.8,30.1,15.7,0
31/1/2014,24.2,30.8,19.2,0
1/2/2014,23.7,30,19,0.2
2/2/2014,22.8,28.6,18,0.8
3/2/2014,22.1,26.9,17.2,1.6
4/2/2014,21.6,29.8,12.9,0
5/2/2014,23,30.9,17.1,0
6/2/2014,22.8,30.6,15.8,0
7/2/2014,23.7,32,16,0
8/2/2014,23.7,30.7,17.5,0.1
9/2/2014,23,28.7,18.5,2.5
10/2/2014,21.2,26.5,17.9,3.9
11/2/2014,21.3,29.3,14,1
12/2/2014,24.4,32.2,19.2,0.1
13/2/2014,24.9,31,21.1,0.4
14/2/2014,24.7,32,18.7,0
15/2/2014,24.7,36.5,13.7,0
16/2/2014,25.4,34.8,18.1,0
17/2/2014,25.7,32.8,20.3,0
18/2/2014,23.9,30.6,18.2,0.2
19/2/2014,23.1,30.8,16.6,0
20/2/2014,24.1,31.2,17.9,0
21/2/2014,24.2,30.5,19.1,0
22/2/2014,23.6,30.3,17,0
23/2/2014,25.3,32.3,19,0
24/2/2014,26.1,32.5,19.2,0
25/2/2014,26.3,32.7,21.8,0
26/2/2014,24.1,28.7,22.3,6.9
27/2/2014,22.9,25.8,20.7,12.6
28/2/2014,23.4,27.9,19.7,0.2
1/3/2014,23.9,29.1,20.4,0.3
2/3/2014,23.8,29.9,20,10.8
3/3/2014,22,25.3,21.2,29.3
4/3/2014,24,25.4,23.4,62.8
5/3/2014,23.6,25.4,22.5,9.6
6/3/2014,23.6,26.3,21.8,5.5
7/3/2014,22.7,27.9,17.9,0.9
8/3/2014,22.9,27.8,18.8,0.3
9/3/2014,21.9,27.7,18,13.7
10/3/2014,20.8,26.9,16.9,0
11/3/2014,20,24.9,15.6,0
12/3/2014,19.5,24.4,15.4,0
13/3/2014,20.7,26.9,15.9,0
14/3/2014,21.6,27.2,17.8,0
15/3/2014,20.9,27.5,15.2,0
16/3/2014,19.9,27.6,13.3,0
17/3/2014,20.1,27.2,13.6,0
18/3/2014,21.8,27,17.5,0.3
19/3/2014,21,26.2,17.6,1.5
20/3/2014,21.1,25.8,18.4,2.5
21/3/2014,20.5,25.4,18.8,4.2
22/3/2014,22.1,26.6,19.2,0.4
23/3/2014,23.9,27.7,21,0.4
24/3/2014,23.1,25.8,21.1,11.8
25/3/2014,22,24.9,19.4,11.2
26/3/2014,21.2,25.6,18.3,2.9
27/3/2014,21.3,25.3,18.7,3.3
28/3/2014,21.3,26.5,17.7,0.8
29/3/2014,22.2,26.9,19.3,0.2
30/3/2014,21.9,25.3,18.8,0.8
31/3/2014,21.2,25.7,17.7,0.9
1/4/2014,20.3,23.4,17.1,0.9
2/4/2014,20.6,24.9,16.8,0.3
3/4/2014,20.6,26.5,16.3,0.6
4/4/2014,19.9,25.7,14.8,0.3
5/4/2014,21.4,28.4,14.8,0
6/4/2014,22.8,28.2,19.4,0.3
7/4/2014,20.9,25.7,17.1,0.1
8/4/2014,22.1,25.1,18.8,6.9
9/4/2014,20.4,24.4,18,11.3
10/4/2014,19.2,28.3,13.6,0
11/4/2014,18.3,26.2,11,0
12/4/2014,15.4,21.8,11,0
13/4/2014,17.9,24.1,13,0
14/4/2014,18.4,25,13.2,0
15/4/2014,19.2,26.4,12.4,0
16/4/2014,20.3,26.8,13.4,0
17/4/2014,22.8,29.4,17.6,0.1
18/4/2014,17.8,26.1,9.9,0
19/4/2014,16.8,24.9,10.7,0
20/4/2014,17.5,24.8,10.1,0
21/4/2014,22.2,30.6,14.5,0
22/4/2014,18.9,25,15.1,0
23/4/2014,20.5,25,17.5,0
24/4/2014,19.8,23.4,17.7,0.9
25/4/2014,19.8,25.5,15.9,0.1
26/4/2014,19.5,24.9,15.6,0.1
27/4/2014,19.4,26,14.6,0.2
28/4/2014,19.6,25.8,15.7,0
29/4/2014,18.4,24.1,14.4,2.9
30/4/2014,18.9,25.8,14.2,0.6
1/5/2014,17.9,25.9,11.6,0
2/5/2014,19.4,26.5,14.9,0.2
3/5/2014,18.1,28.8,9.4,1.4
4/5/2014,19.3,27.9,12.3,0.5
5/5/2014,19.8,26.9,15.9,12.3
6/5/2014,16.7,22.3,10.4,9.8
7/5/2014,14.8,24.2,7.3,0
8/5/2014,15.7,23.9,10,0
9/5/2014,20,25.6,16.5,0.1
10/5/2014,15.1,22.5,8.8,0
11/5/2014,17.6,23.8,13.5,0
12/5/2014,17.6,24,13.2,0
13/5/2014,17.3,23.2,13.6,0.1
14/5/2014,16.4,23.8,11.3,0.4
15/5/2014,16.9,24.3,12.2,0.3
16/5/2014,14.6,23.4,9.3,0
17/5/2014,16.4,23.1,10.9,0
18/5/2014,18.5,24.1,14.5,0
19/5/2014,20.4,25.5,17.1,10
20/5/2014,19.7,22.8,16.8,4.7
21/5/2014,14.9,25,6.5,0
22/5/2014,11.1,20.2,4.4,0
23/5/2014,14.2,20.7,9.6,0
24/5/2014,15,21.8,9.6,0
25/5/2014,14.7,23.1,10,0
26/5/2014,13.2,19,8.7,0
27/5/2014,13,18.1,10.4,0
28/5/2014,17.5,23.5,12.5,0
29/5/2014,18.3,24.9,12.9,0
30/5/2014,18.1,25.7,13.1,0
31/5/2014,17.6,24.8,12.2,0
1/6/2014,17,24.3,11.8,0
2/6/2014,15.8,23.8,9.3,0
3/6/2014,17.6,24.5,14.1,0.3
4/6/2014,14.3,20.1,8.6,0
5/6/2014,13.7,22.2,7.8,0
6/6/2014,15.3,24.1,9,0
7/6/2014,15.6,23.8,10.5,0
8/6/2014,15.1,21.2,10.3,0
9/6/2014,14.4,22.2,9.4,0.1
10/6/2014,14.5,20.4,10.7,2.2
11/6/2014,13.7,17.4,10.8,5.7
12/6/2014,14.6,21.4,10.6,0
13/6/2014,13.8,21.4,10.2,1.4
14/6/2014,16.1,22.1,13,0.7
15/6/2014,15.6,20.5,11.2,0
16/6/2014,15.5,24.6,10.4,0
17/6/2014,15.7,23.6,9.9,0
18/6/2014,16.1,23.8,10.7,0
19/6/2014,16.9,24.7,10.6,0
20/6/2014,17,24.9,12.7,0.1
21/6/2014,13,21,8,0
22/6/2014,11.1,17.2,5.8,0
23/6/2014,11.9,21.4,4.7,0
24/6/2014,15.5,21.9,12.7,10.8
25/6/2014,11.9,14.8,10.7,17.8
26/6/2014,13.5,17.3,11,0.2
27/6/2014,13.7,19.4,10.3,0
28/6/2014,15.8,22.2,12,0
29/6/2014,15.3,20.5,10.9,0.2
30/6/2014,13.1,20.3,6.5,0
1/7/2014,13.6,21.2,6.7,0
2/7/2014,11.1,19.3,5.3,0
3/7/2014,9.9,19.2,2.5,0
4/7/2014,11.7,19.3,6.7,0
5/7/2014,11,20.3,3.3,0
6/7/2014,12,21,4.6,0
7/7/2014,15,21.1,11.6,0
8/7/2014,15.7,20.1,13.2,4.2
9/7/2014,13.5,21.2,6.4,1.6
10/7/2014,11.6,20.5,5.7,0
11/7/2014,10.5,19.7,4.2,0
12/7/2014,11.6,22.1,5.7,0
13/7/2014,12.4,21.2,5.8,0
14/7/2014,14.4,21.4,10.3,0
15/7/2014,14,21.4,7.1,0
16/7/2014,14.9,22.5,9.6,0.4
17/7/2014,13.4,23.3,6.4,0
18/7/2014,11.8,21,6.2,0
19/7/2014,11.1,20.1,5.4,0
20/7/2014,11.6,21.3,4.8,0
21/7/2014,12.4,21.4,5.4,0
22/7/2014,12.1,21.5,4.4,0
23/7/2014,13.3,23.2,7.3,0
24/7/2014,13.6,22.8,7.8,0
25/7/2014,13.2,22.7,7,0
26/7/2014,13.9,22.3,6.8,0
27/7/2014,13.2,22,6.9,0
28/7/2014,13.7,22.7,7.4,0
29/7/2014,14.9,25.2,9.7,0
30/7/2014,10.9,19.7,3.4,0
31/7/2014,13.6,22.1,7,0.1
1/8/2014,13.9,21.4,9,3.4
2/8/2014,14.6,20.3,11.2,0
3/8/2014,15,20.4,12.3,2.2
4/8/2014,14.5,16.9,13.4,8.2
5/8/2014,15.5,21.4,13.7,9.4
6/8/2014,15.8,21,13.8,8.3
7/8/2014,15,22.1,10.4,0.2
8/8/2014,15,19.7,11.8,1.7
9/8/2014,15.6,20.1,12.9,2.2
10/8/2014,16.4,22.5,11,0.2
11/8/2014,18.9,21.9,17.7,3.3
12/8/2014,12.4,22.4,6.6,46.6
13/8/2014,11.7,18.9,5.4,0
14/8/2014,10.6,18.1,4.8,0
15/8/2014,8.7,17.6,2.5,0
16/8/2014,11.7,19.2,6.9,0
17/8/2014,15.1,21.8,9,0
18/8/2014,15.2,21,10.5,0
19/8/2014,16.3,23.1,9.7,0
20/8/2014,16.8,23.1,11.9,0.3
21/8/2014,13.8,19.7,8,0
22/8/2014,14.8,20.8,10.5,0
23/8/2014,13.6,21.2,5.9,0
24/8/2014,13.3,21.3,6.8,0
25/8/2014,15.6,22.3,10.9,0
26/8/2014,15.7,18.8,13.1,0.5
27/8/2014,16.3,20.2,13.6,1.9
28/8/2014,17.2,24.1,11.2,1.3
29/8/2014,15.1,23.7,8.4,0
30/8/2014,15.7,22.8,9.9,0
31/8/2014,14.2,22.2,6.6,0
1/9/2014,14.6,22.8,6.9,0
2/9/2014,14.2,21.1,8.3,0
3/9/2014,14.7,20.6,9.8,1.2
4/9/2014,13,22.2,5.8,0
5/9/2014,12.8,20,7.7,0
6/9/2014,15.9,21.6,12,0
7/9/2014,16.6,24.2,10,0
8/9/2014,16.9,24.3,11.6,0
9/9/2014,14.7,22.8,7.1,0.3
10/9/2014,17.5,26.2,12.9,3.4
11/9/2014,15.9,25.4,8.1,0
12/9/2014,17.4,25.1,11.5,0
13/9/2014,17.7,26.2,11.8,0.1
14/9/2014,17.1,25.4,10.1,0
15/9/2014,18.6,26.1,12.3,0
16/9/2014,18.6,29.1,7.6,0
17/9/2014,14.1,23.8,5.4,0
18/9/2014,18,26.6,9.4,0
19/9/2014,21.9,33.8,11.7,0.7
20/9/2014,18.4,27.9,10.1,0.1
21/9/2014,16.9,27.7,8.8,0
22/9/2014,16.5,25.7,7.2,0
23/9/2014,14.9,25.2,6.8,0
24/9/2014,18.1,28.3,8.2,0
25/9/2014,18.5,28.8,10.4,0
26/9/2014,19.1,27.4,10.7,0.1
27/9/2014,19.1,25.9,13.2,0
28/9/2014,20.5,30.7,15.2,0.9
29/9/2014,18.7,25.2,13.2,1.1
30/9/2014,18,26,12.5,16.4
1/10/2014,18.7,28.7,12.2,0
2/10/2014,19,26,12.6,0.3
3/10/2014,19.1,28,8.4,0
4/10/2014,21,28.7,13.9,0
5/10/2014,20.4,29.4,12.4,0
6/10/2014,22.3,30.3,15,0
7/10/2014,22.9,31.4,17.4,0.2
8/10/2014,18.6,27.1,14.8,31.7
9/10/2014,16.5,22.2,11.6,0
10/10/2014,16.5,22.9,11.7,0.5
11/10/2014,16,24.4,7.9,0
12/10/2014,20.1,25.7,15.9,0.9
