time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),rain_sum (mm)
4/7/2000,14.8,21.3,9.5,0.1
5/7/2000,15.4,22.1,10.5,0
6/7/2000,14.3,21.4,10.1,0
7/7/2000,13.5,21,7.5,0.2
8/7/2000,14.7,21,10.8,0.5
9/7/2000,13.7,19.2,10.8,0
10/7/2000,13.9,18.6,11.5,29.4
11/7/2000,12.4,14.3,11.2,8.9
12/7/2000,13,16.5,10.2,0.4
13/7/2000,11.4,19.5,6.7,0
14/7/2000,9.9,18.7,3.8,0
15/7/2000,10.2,18.7,4.2,0
16/7/2000,9.4,16.8,4.8,0
17/7/2000,9,17.5,3.9,0
18/7/2000,10.1,17.4,5.3,0
19/7/2000,14,18.7,11.9,2.2
20/7/2000,12.5,17.9,9.6,0.7
21/7/2000,11.2,17.6,5.6,0.1
22/7/2000,12.8,19.6,8.1,0.1
23/7/2000,15.8,20.8,11.3,0.5
24/7/2000,10.1,19.2,3.4,0
25/7/2000,14.2,21,5.4,4.1
26/7/2000,10.2,19.9,3.2,0
27/7/2000,11.3,19.4,4.8,0
28/7/2000,12.3,19.2,7,1.1
29/7/2000,11.5,19.3,5.6,0
30/7/2000,10.7,18.6,5.5,0
31/7/2000,11.5,19,6.6,0
1/8/2000,13,19.8,8.9,0
2/8/2000,13.9,19.9,10.5,0
3/8/2000,13.8,20.6,9.9,0
4/8/2000,12.1,20.7,5.2,0
5/8/2000,12,19.4,5.9,0
6/8/2000,13.1,20,8.1,1.2
7/8/2000,14.1,18.5,9.1,5.8
8/8/2000,17,19,15,29.6
9/8/2000,12.7,17.8,7,3.3
10/8/2000,10.7,20,4.3,0
11/8/2000,12.8,21.8,5.2,0
12/8/2000,14.1,22.9,5.6,0
13/8/2000,14,23.8,7.5,0
14/8/2000,14.3,23,7.1,0
15/8/2000,16.8,22.7,13.8,0.7
16/8/2000,17.1,21.1,15.4,1.5
17/8/2000,17.2,18.7,16.4,27.4
18/8/2000,17.8,18.9,17,37.4
19/8/2000,17.6,19.3,16.7,19.8
20/8/2000,15.8,20.4,11.4,3.6
21/8/2000,15.6,21.7,10.7,2.6
22/8/2000,14.2,21.4,9.2,0.6
23/8/2000,14.1,20.2,9.5,0.2
24/8/2000,16,24,10.4,7.6
25/8/2000,15.2,22.5,11,0.2
26/8/2000,16.9,21.4,13.9,2
27/8/2000,16.1,20.1,13.2,4.4
28/8/2000,17.3,22.4,12.7,1.8
29/8/2000,16.7,25.6,9.7,3.6
30/8/2000,16.7,23.8,11.6,0.1
31/8/2000,17.4,23.1,12.9,0.2
1/9/2000,17,23.8,12.3,0.2
2/9/2000,17.5,24.2,12.1,0
3/9/2000,16.3,24.5,10.7,0.3
4/9/2000,15.1,21.5,10.9,1
5/9/2000,15.8,22.1,8.7,0.8
6/9/2000,13.1,20.9,7.5,0
7/9/2000,12.1,16.5,7.4,0
8/9/2000,11.6,20,6,0
9/9/2000,11.9,20.2,7.6,9.6
10/9/2000,13.1,17.3,8.2,0
11/9/2000,13.2,21,7.6,0
12/9/2000,13.6,21.6,7.2,0.2
13/9/2000,15.6,21.1,10.8,1.7
14/9/2000,15.4,21.6,8,10.6
15/9/2000,16,21.7,10.2,4.7
16/9/2000,14,24.2,3.2,0
17/9/2000,15.7,23.6,8.7,0
18/9/2000,17,23.3,12.4,0.1
19/9/2000,18.6,23.2,13.7,0.1
20/9/2000,18.8,23.3,15.5,0.1
21/9/2000,17.7,24.8,12.3,7.7
22/9/2000,16.8,24.1,10.4,0.4
23/9/2000,19,25.2,13.4,0.3
24/9/2000,19,27.7,9.9,11.4
25/9/2000,21.1,27.1,16.3,4.1
26/9/2000,21.4,31.3,12.6,0
27/9/2000,18.6,25.2,14.2,0.5
28/9/2000,18,20.4,16.2,10
29/9/2000,20.1,22.4,18.7,3
